Community,LocationDay,FrequencyDay
C45,RESIDENCE-GARAGE,8
C45,GROCERY FOOD STORE,7
C45,PARK PROPERTY,7
C45,NURSING HOME/RETIREMENT HOME,5
C45,BANK,5
C45,VACANT LOT/LAND,4
C45,CTA BUS,4
C45,COMMERCIAL / BUSINESS OFFICE,3
C45,DRUG STORE,3
C45,DEPARTMENT STORE,3
C45,MEDICAL/DENTAL OFFICE,2
C45,OTHER RAILROAD PROP / TRAIN DEPOT,2
C45,WAREHOUSE,2
C45,"SCHOOL, PRIVATE, BUILDING",2
C45,BARBERSHOP,2
C45,VEHICLE-COMMERCIAL,1
C45,GOVERNMENT BUILDING/PROPERTY,1
C45,FACTORY/MANUFACTURING BUILDING,1
C45,CTA PLATFORM,1
C45,VEHICLE - OTHER RIDE SERVICE,1
C45,CTA BUS STOP,1
C45,CLEANING STORE,1
C45,CURRENCY EXCHANGE,1
C45,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C45,ATM (AUTOMATIC TELLER MACHINE),1
C45,CONSTRUCTION SITE,1
C46,RESIDENCE,806
C46,STREET,613
C46,APARTMENT,477
C46,SIDEWALK,310
C46,RESIDENTIAL YARD (FRONT/BACK),77
C46,VEHICLE NON-COMMERCIAL,72
C46,PARKING LOT/GARAGE(NON.RESID.),70
C46,OTHER,57
C46,SMALL RETAIL STORE,56
C46,ALLEY,56
C46,"SCHOOL, PUBLIC, BUILDING",50
C46,RESIDENCE PORCH/HALLWAY,49
C46,RESIDENCE-GARAGE,46
C46,RESTAURANT,39
C46,CONVENIENCE STORE,31
C46,DRUG STORE,27
C46,GROCERY FOOD STORE,22
C46,PARK PROPERTY,16
C46,VACANT LOT/LAND,16
C46,HOSPITAL BUILDING/GROUNDS,14
C46,"SCHOOL, PUBLIC, GROUNDS",13
C46,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,12
C46,GAS STATION,12
C46,BANK,11
C46,CTA BUS,11
C46,CHA APARTMENT,9
C46,DRIVEWAY - RESIDENTIAL,8
C46,CHA PARKING LOT/GROUNDS,8
C46,COMMERCIAL / BUSINESS OFFICE,7
C46,DEPARTMENT STORE,7
C46,ABANDONED BUILDING,5
C46,TAVERN/LIQUOR STORE,5
C46,CONSTRUCTION SITE,5
C46,CTA BUS STOP,5
C46,"SCHOOL, PRIVATE, GROUNDS",4
C46,ATM (AUTOMATIC TELLER MACHINE),4
C46,MEDICAL/DENTAL OFFICE,4
C46,CHA HALLWAY/STAIRWELL/ELEVATOR,4
C46,LIBRARY,3
C46,"SCHOOL, PRIVATE, BUILDING",3
C46,SPORTS ARENA/STADIUM,3
C46,AUTO,2
C46,OTHER COMMERCIAL TRANSPORTATION,2
C46,GOVERNMENT BUILDING/PROPERTY,2
C46,ATHLETIC CLUB,2
C46,ANIMAL HOSPITAL,1
C46,CURRENCY EXCHANGE,1
C46,FIRE STATION,1
C46,WAREHOUSE,1
C46,POOL ROOM,1
C46,BARBERSHOP,1
C46,NURSING HOME/RETIREMENT HOME,1
C46,TAXICAB,1
C46,VEHICLE-COMMERCIAL,1
C46,PORCH,1
C47,RESIDENCE,82
C47,STREET,53
C47,SIDEWALK,15
C47,APARTMENT,15
C47,OTHER,13
C47,RESIDENCE-GARAGE,11
C47,"SCHOOL, PUBLIC, BUILDING",9
C47,RESIDENTIAL YARD (FRONT/BACK),9
C47,RESIDENCE PORCH/HALLWAY,5
C47,ALLEY,5
C47,PARKING LOT/GARAGE(NON.RESID.),5
C47,"SCHOOL, PUBLIC, GROUNDS",3
C47,VACANT LOT/LAND,2
C47,DRIVEWAY - RESIDENTIAL,2
C47,COMMERCIAL / BUSINESS OFFICE,2
C47,WAREHOUSE,2
C47,CTA BUS,1
C47,VEHICLE NON-COMMERCIAL,1
C47,VEHICLE-COMMERCIAL,1
C47,NURSING HOME/RETIREMENT HOME,1
C47,MEDICAL/DENTAL OFFICE,1
C47,VEHICLE - OTHER RIDE SERVICE,1
C47,RESTAURANT,1
C47,GAS STATION,1
C47,FACTORY/MANUFACTURING BUILDING,1
C47,SMALL RETAIL STORE,1
C47,"SCHOOL, PRIVATE, BUILDING",1
C48,RESIDENCE,277
C48,STREET,221
C48,SIDEWALK,55
C48,APARTMENT,42
C48,OTHER,41
C48,RESIDENCE-GARAGE,27
C48,VEHICLE NON-COMMERCIAL,22
C48,SMALL RETAIL STORE,21
C48,RESIDENTIAL YARD (FRONT/BACK),20
C48,PARKING LOT/GARAGE(NON.RESID.),17
C48,RESTAURANT,15
C48,ALLEY,14
C48,CTA BUS,13
C48,HOSPITAL BUILDING/GROUNDS,12
C48,"SCHOOL, PUBLIC, BUILDING",11
C48,RESIDENCE PORCH/HALLWAY,9
C48,GROCERY FOOD STORE,6
C48,MEDICAL/DENTAL OFFICE,5
C48,GAS STATION,5
C48,DRIVEWAY - RESIDENTIAL,5
C48,TAVERN/LIQUOR STORE,5
C48,COMMERCIAL / BUSINESS OFFICE,4
C48,CONVENIENCE STORE,4
C48,BAR OR TAVERN,3
C48,"SCHOOL, PUBLIC, GROUNDS",3
C48,CTA BUS STOP,3
C48,DAY CARE CENTER,3
C48,VEHICLE-COMMERCIAL,3
C48,VACANT LOT/LAND,2
C48,CLEANING STORE,2
C48,OTHER RAILROAD PROP / TRAIN DEPOT,2
C48,ABANDONED BUILDING,2
C48,HOTEL/MOTEL,2
C48,PARK PROPERTY,2
C48,DEPARTMENT STORE,2
C48,NURSING HOME/RETIREMENT HOME,1
C48,VEHICLE - OTHER RIDE SERVICE,1
C48,"SCHOOL, PRIVATE, GROUNDS",1
C48,DRUG STORE,1
C48,CURRENCY EXCHANGE,1
C48,AUTO,1
C48,OTHER COMMERCIAL TRANSPORTATION,1
C48,GOVERNMENT BUILDING/PROPERTY,1
C49,RESIDENCE,1508
C49,STREET,1022
C49,SIDEWALK,349
C49,APARTMENT,262
C49,RESIDENTIAL YARD (FRONT/BACK),140
C49,RESIDENCE-GARAGE,131
C49,OTHER,114
C49,ALLEY,104
C49,SMALL RETAIL STORE,103
C49,"SCHOOL, PUBLIC, BUILDING",101
C49,PARKING LOT/GARAGE(NON.RESID.),98
C49,GAS STATION,92
C49,RESIDENCE PORCH/HALLWAY,87
C49,VEHICLE NON-COMMERCIAL,81
C49,CONVENIENCE STORE,45
C49,RESTAURANT,44
C49,VACANT LOT/LAND,38
C49,CTA STATION,32
C49,CTA TRAIN,27
C49,PARK PROPERTY,26
C49,GROCERY FOOD STORE,25
C49,"SCHOOL, PUBLIC, GROUNDS",25
C49,COMMERCIAL / BUSINESS OFFICE,25
C49,HOSPITAL BUILDING/GROUNDS,24
C49,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,21
C49,CHA PARKING LOT/GROUNDS,19
C49,"SCHOOL, PRIVATE, BUILDING",19
C49,CTA BUS STOP,19
C49,DRIVEWAY - RESIDENTIAL,18
C49,DRUG STORE,16
C49,CTA BUS,15
C49,DEPARTMENT STORE,13
C49,ABANDONED BUILDING,12
C49,CTA PLATFORM,11
C49,MEDICAL/DENTAL OFFICE,9
C49,DAY CARE CENTER,8
C49,HOTEL/MOTEL,8
C49,CHA APARTMENT,8
C49,BARBERSHOP,7
C49,BANK,6
C49,OTHER COMMERCIAL TRANSPORTATION,5
C49,CTA GARAGE / OTHER PROPERTY,5
C49,GOVERNMENT BUILDING/PROPERTY,5
C49,ATM (AUTOMATIC TELLER MACHINE),4
C49,VEHICLE-COMMERCIAL,4
C49,LIBRARY,4
C49,"SCHOOL, PRIVATE, GROUNDS",4
C49,CURRENCY EXCHANGE,3
C49,NURSING HOME/RETIREMENT HOME,3
C49,VEHICLE - OTHER RIDE SERVICE,3
C49,COIN OPERATED MACHINE,2
C49,AUTO,2
C49,TAVERN/LIQUOR STORE,2
C49,WAREHOUSE,2
C49,TAXICAB,2
C49,NEWSSTAND,2
C49,CLEANING STORE,1
C49,YARD,1
C49,CTA TRACKS - RIGHT OF WAY,1
C49,"CTA ""L"" PLATFORM",1
C49,POLICE FACILITY/VEH PARKING LOT,1
C49,POOL ROOM,1
C49,FIRE STATION,1
C49,CONSTRUCTION SITE,1
C49,COLLEGE/UNIVERSITY GROUNDS,1
C49,HIGHWAY/EXPRESSWAY,1
C49,BAR OR TAVERN,1
C49,PORCH,1
C49,SPORTS ARENA/STADIUM,1
C49,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C5,STREET,214
C5,RESIDENCE,140
C5,APARTMENT,76
C5,GROCERY FOOD STORE,72
C5,OTHER,69
C5,RESIDENCE-GARAGE,61
C5,SMALL RETAIL STORE,39
C5,SIDEWALK,37
C5,RESIDENCE PORCH/HALLWAY,32
C5,RESIDENTIAL YARD (FRONT/BACK),25
C5,RESTAURANT,22
C5,PARKING LOT/GARAGE(NON.RESID.),18
C5,VEHICLE NON-COMMERCIAL,17
C5,"SCHOOL, PUBLIC, BUILDING",14
C5,POLICE FACILITY/VEH PARKING LOT,13
C5,COMMERCIAL / BUSINESS OFFICE,12
C5,PARK PROPERTY,10
C5,DEPARTMENT STORE,10
C5,"SCHOOL, PUBLIC, GROUNDS",8
C5,BANK,7
C5,ALLEY,6
C5,CONSTRUCTION SITE,6
C5,GAS STATION,5
C5,DRUG STORE,5
C5,BAR OR TAVERN,5
C5,MEDICAL/DENTAL OFFICE,4
C5,CTA TRAIN,4
C5,CONVENIENCE STORE,4
C5,CAR WASH,3
C5,BOWLING ALLEY,3
C5,CURRENCY EXCHANGE,3
C5,ATM (AUTOMATIC TELLER MACHINE),3
C5,CTA BUS,3
C5,COLLEGE/UNIVERSITY GROUNDS,3
C5,VACANT LOT/LAND,3
C5,SPORTS ARENA/STADIUM,2
C5,CTA BUS STOP,2
C5,ATHLETIC CLUB,2
C5,"SCHOOL, PRIVATE, GROUNDS",2
C5,JAIL / LOCK-UP FACILITY,2
C5,GOVERNMENT BUILDING/PROPERTY,2
C5,OTHER COMMERCIAL TRANSPORTATION,2
C5,TAXICAB,1
C5,VEHICLE-COMMERCIAL,1
C5,CTA STATION,1
C5,HOSPITAL BUILDING/GROUNDS,1
C5,ABANDONED BUILDING,1
C5,CLEANING STORE,1
C5,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C5,DRIVEWAY - RESIDENTIAL,1
C5,WAREHOUSE,1
C5,TAVERN/LIQUOR STORE,1
C5,BARBERSHOP,1
C5,"SCHOOL, PRIVATE, BUILDING",1
C50,RESIDENCE,156
C50,STREET,134
C50,DEPARTMENT STORE,79
C50,APARTMENT,50
C50,POLICE FACILITY/VEH PARKING LOT,42
C50,"SCHOOL, PUBLIC, BUILDING",36
C50,PARKING LOT/GARAGE(NON.RESID.),36
C50,OTHER,31
C50,SIDEWALK,30
C50,SMALL RETAIL STORE,21
C50,GROCERY FOOD STORE,20
C50,GOVERNMENT BUILDING/PROPERTY,18
C50,RESIDENCE-GARAGE,17
C50,GAS STATION,16
C50,RESIDENTIAL YARD (FRONT/BACK),15
C50,ALLEY,13
C50,RESIDENCE PORCH/HALLWAY,12
C50,"SCHOOL, PUBLIC, GROUNDS",12
C50,VEHICLE NON-COMMERCIAL,10
C50,PARK PROPERTY,8
C50,COLLEGE/UNIVERSITY GROUNDS,8
C50,"SCHOOL, PRIVATE, BUILDING",7
C50,COMMERCIAL / BUSINESS OFFICE,6
C50,RESTAURANT,5
C50,DRIVEWAY - RESIDENTIAL,3
C50,WAREHOUSE,3
C50,CONSTRUCTION SITE,3
C50,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
C50,JAIL / LOCK-UP FACILITY,2
C50,CTA BUS,2
C50,COLLEGE/UNIVERSITY RESIDENCE HALL,2
C50,SPORTS ARENA/STADIUM,2
C50,CTA BUS STOP,2
C50,BANK,2
C50,ATHLETIC CLUB,2
C50,DRUG STORE,2
C50,ATM (AUTOMATIC TELLER MACHINE),1
C50,POOL ROOM,1
C50,CONVENIENCE STORE,1
C50,BARBERSHOP,1
C50,VACANT LOT/LAND,1
C50,TAXICAB,1
C50,MEDICAL/DENTAL OFFICE,1
C50,FACTORY/MANUFACTURING BUILDING,1
C50,FEDERAL BUILDING,1
C50,"SCHOOL, PRIVATE, GROUNDS",1
C50,AUTO,1
C51,RESIDENCE,317
C51,STREET,220
C51,OTHER,65
C51,PARKING LOT/GARAGE(NON.RESID.),64
C51,SIDEWALK,54
C51,APARTMENT,49
C51,DEPARTMENT STORE,49
C51,SMALL RETAIL STORE,47
C51,RESIDENTIAL YARD (FRONT/BACK),47
C51,GROCERY FOOD STORE,35
C51,CHA APARTMENT,27
C51,GAS STATION,23
C51,CONVENIENCE STORE,21
C51,RESTAURANT,21
C51,VEHICLE NON-COMMERCIAL,18
C51,CHA PARKING LOT/GROUNDS,18
C51,DRIVEWAY - RESIDENTIAL,17
C51,"SCHOOL, PUBLIC, BUILDING",13
C51,RESIDENCE-GARAGE,13
C51,RESIDENCE PORCH/HALLWAY,11
C51,BANK,11
C51,ALLEY,9
C51,COMMERCIAL / BUSINESS OFFICE,8
C51,POLICE FACILITY/VEH PARKING LOT,8
C51,PARK PROPERTY,7
C51,GOVERNMENT BUILDING/PROPERTY,4
C51,VACANT LOT/LAND,4
C51,"SCHOOL, PUBLIC, GROUNDS",4
C51,DRUG STORE,4
C51,CTA BUS,4
C51,NURSING HOME/RETIREMENT HOME,3
C51,FACTORY/MANUFACTURING BUILDING,3
C51,CONSTRUCTION SITE,3
C51,BAR OR TAVERN,2
C51,CTA GARAGE / OTHER PROPERTY,2
C51,LIBRARY,2
C51,CTA BUS STOP,2
C51,DAY CARE CENTER,2
C51,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
C51,BOWLING ALLEY,2
C51,WAREHOUSE,2
C51,TAVERN,1
C51,OTHER COMMERCIAL TRANSPORTATION,1
C51,CAR WASH,1
C51,BRIDGE,1
C51,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C51,CURRENCY EXCHANGE,1
C51,ANIMAL HOSPITAL,1
C51,OTHER RAILROAD PROP / TRAIN DEPOT,1
C51,FIRE STATION,1
C51,ATM (AUTOMATIC TELLER MACHINE),1
C51,"SCHOOL, PRIVATE, BUILDING",1
C51,TAVERN/LIQUOR STORE,1
C52,RESIDENCE,225
C52,STREET,172
C52,APARTMENT,60
C52,"SCHOOL, PUBLIC, BUILDING",54
C52,SIDEWALK,46
C52,RESIDENCE-GARAGE,26
C52,RESIDENTIAL YARD (FRONT/BACK),25
C52,OTHER,23
C52,GROCERY FOOD STORE,15
C52,ALLEY,13
C52,VEHICLE NON-COMMERCIAL,13
C52,RESIDENCE PORCH/HALLWAY,11
C52,PARKING LOT/GARAGE(NON.RESID.),11
C52,PARK PROPERTY,11
C52,RESTAURANT,8
C52,SMALL RETAIL STORE,5
C52,"SCHOOL, PUBLIC, GROUNDS",4
C52,DRUG STORE,3
C52,"SCHOOL, PRIVATE, BUILDING",3
C52,BARBERSHOP,3
C52,CONVENIENCE STORE,3
C52,MEDICAL/DENTAL OFFICE,2
C52,COMMERCIAL / BUSINESS OFFICE,2
C52,CTA BUS,2
C52,WAREHOUSE,2
C52,CONSTRUCTION SITE,2
C52,BOAT/WATERCRAFT,2
C52,FOREST PRESERVE,1
C52,FACTORY/MANUFACTURING BUILDING,1
C52,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C52,DAY CARE CENTER,1
C52,DRIVEWAY - RESIDENTIAL,1
C52,OTHER RAILROAD PROP / TRAIN DEPOT,1
C52,TAVERN/LIQUOR STORE,1
C52,ATM (AUTOMATIC TELLER MACHINE),1
C52,APPLIANCE STORE,1
C52,POOL ROOM,1
C52,VEHICLE-COMMERCIAL,1
C52,BRIDGE,1
C52,VACANT LOT/LAND,1
C53,RESIDENCE,1008
C53,STREET,615
C53,APARTMENT,175
C53,SIDEWALK,169
C53,RESIDENTIAL YARD (FRONT/BACK),99
C53,OTHER,81
C53,RESIDENCE-GARAGE,67
C53,RESIDENCE PORCH/HALLWAY,61
C53,ALLEY,53
C53,PARKING LOT/GARAGE(NON.RESID.),48
C53,VEHICLE NON-COMMERCIAL,41
C53,GAS STATION,37
C53,"SCHOOL, PUBLIC, BUILDING",35
C53,SMALL RETAIL STORE,30
C53,VACANT LOT/LAND,25
C53,GROCERY FOOD STORE,15
C53,CONVENIENCE STORE,13
C53,PARK PROPERTY,12
C53,"SCHOOL, PRIVATE, BUILDING",12
C53,ATHLETIC CLUB,10
C53,CTA BUS,9
C53,DEPARTMENT STORE,9
C53,"SCHOOL, PUBLIC, GROUNDS",9
C53,DRIVEWAY - RESIDENTIAL,9
C53,RESTAURANT,8
C53,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7
C53,ABANDONED BUILDING,6
C53,LIBRARY,6
C53,ATM (AUTOMATIC TELLER MACHINE),6
C53,NURSING HOME/RETIREMENT HOME,5
C53,CTA BUS STOP,5
C53,DRUG STORE,5
C53,BANK,5
C53,GOVERNMENT BUILDING/PROPERTY,4
C53,COMMERCIAL / BUSINESS OFFICE,4
C53,TAXICAB,3
C53,DAY CARE CENTER,3
C53,TAVERN/LIQUOR STORE,2
C53,POOL ROOM,2
C53,OTHER COMMERCIAL TRANSPORTATION,2
C53,CONSTRUCTION SITE,1
C53,RIVER BANK,1
C53,BARBERSHOP,1
C53,CAR WASH,1
C53,FACTORY/MANUFACTURING BUILDING,1
C53,BOWLING ALLEY,1
C53,VEHICLE - OTHER RIDE SERVICE,1
C53,OTHER RAILROAD PROP / TRAIN DEPOT,1
C53,"SCHOOL, PRIVATE, GROUNDS",1
C53,COIN OPERATED MACHINE,1
C53,CLEANING STORE,1
C53,ANIMAL HOSPITAL,1
C53,FIRE STATION,1
C53,YARD,1
C54,RESIDENCE,227
C54,STREET,167
C54,CHA APARTMENT,126
C54,CHA PARKING LOT/GROUNDS,107
C54,APARTMENT,79
C54,SIDEWALK,51
C54,"SCHOOL, PUBLIC, BUILDING",50
C54,PARKING LOT/GARAGE(NON.RESID.),29
C54,OTHER,23
C54,RESIDENTIAL YARD (FRONT/BACK),16
C54,"SCHOOL, PUBLIC, GROUNDS",12
C54,PARK PROPERTY,8
C54,VEHICLE NON-COMMERCIAL,8
C54,RESIDENCE PORCH/HALLWAY,6
C54,COMMERCIAL / BUSINESS OFFICE,4
C54,"SCHOOL, PRIVATE, BUILDING",4
C54,GROCERY FOOD STORE,3
C54,TAXICAB,3
C54,OTHER RAILROAD PROP / TRAIN DEPOT,3
C54,"SCHOOL, PRIVATE, GROUNDS",3
C54,CHA PARKING LOT,3
C54,CTA BUS,3
C54,VACANT LOT/LAND,2
C54,CTA BUS STOP,2
C54,DRIVEWAY - RESIDENTIAL,2
C54,GOVERNMENT BUILDING/PROPERTY,1
C54,CAR WASH,1
C54,HOUSE,1
C54,CHA HALLWAY/STAIRWELL/ELEVATOR,1
C54,SMALL RETAIL STORE,1
C54,AUTO,1
C54,CONSTRUCTION SITE,1
C54,WAREHOUSE,1
C54,TAVERN/LIQUOR STORE,1
C54,CONVENIENCE STORE,1
C55,RESIDENCE,155
C55,STREET,82
C55,PARKING LOT/GARAGE(NON.RESID.),26
C55,OTHER,22
C55,RESIDENTIAL YARD (FRONT/BACK),19
C55,SIDEWALK,18
C55,APARTMENT,18
C55,SMALL RETAIL STORE,10
C55,DRIVEWAY - RESIDENTIAL,8
C55,GROCERY FOOD STORE,8
C55,PARK PROPERTY,7
C55,FACTORY/MANUFACTURING BUILDING,6
C55,ALLEY,6
C55,RESIDENCE-GARAGE,6
C55,"SCHOOL, PUBLIC, GROUNDS",6
C55,RESIDENCE PORCH/HALLWAY,5
C55,BANK,4
C55,ATHLETIC CLUB,4
C55,DRUG STORE,3
C55,WAREHOUSE,3
C55,CONSTRUCTION SITE,3
C55,FIRE STATION,3
C55,VEHICLE NON-COMMERCIAL,3
C55,POOL ROOM,2
C55,BAR OR TAVERN,2
C55,RESTAURANT,2
C55,COMMERCIAL / BUSINESS OFFICE,2
C55,AUTO,1
C55,CTA BUS,1
C55,DEPARTMENT STORE,1
C55,CONVENIENCE STORE,1
C55,SPORTS ARENA/STADIUM,1
C55,OTHER COMMERCIAL TRANSPORTATION,1
C55,"SCHOOL, PUBLIC, BUILDING",1
C55,FOREST PRESERVE,1
C55,LIBRARY,1
C56,RESIDENCE,306
C56,STREET,213
C56,PARKING LOT/GARAGE(NON.RESID.),83
C56,OTHER,73
C56,RESIDENCE-GARAGE,53
C56,"SCHOOL, PUBLIC, BUILDING",49
C56,RESTAURANT,42
C56,SIDEWALK,36
C56,RESIDENTIAL YARD (FRONT/BACK),32
C56,APARTMENT,31
C56,SMALL RETAIL STORE,30
C56,ALLEY,27
C56,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,26
C56,GROCERY FOOD STORE,24
C56,VEHICLE NON-COMMERCIAL,24
C56,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,22
C56,RESIDENCE PORCH/HALLWAY,21
C56,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,19
C56,COMMERCIAL / BUSINESS OFFICE,16
C56,AIRPORT PARKING LOT,15
C56,HOTEL/MOTEL,14
C56,GAS STATION,13
C56,AIRCRAFT,12
C56,AIRPORT/AIRCRAFT,12
C56,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,10
C56,AIRPORT EXTERIOR - NON-SECURE AREA,10
C56,"SCHOOL, PUBLIC, GROUNDS",9
C56,BANK,8
C56,CTA TRAIN,8
C56,DRIVEWAY - RESIDENTIAL,7
C56,DRUG STORE,6
C56,PARK PROPERTY,5
C56,OTHER COMMERCIAL TRANSPORTATION,5
C56,VEHICLE-COMMERCIAL,5
C56,"SCHOOL, PRIVATE, BUILDING",4
C56,CONVENIENCE STORE,4
C56,AIRPORT EXTERIOR - SECURE AREA,4
C56,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,4
C56,CURRENCY EXCHANGE,4
C56,DEPARTMENT STORE,3
C56,CTA GARAGE / OTHER PROPERTY,3
C56,PAWN SHOP,3
C56,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,3
C56,VACANT LOT/LAND,3
C56,VEHICLE - OTHER RIDE SERVICE,3
C56,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,3
C56,WAREHOUSE,2
C56,NURSING HOME/RETIREMENT HOME,2
C56,MEDICAL/DENTAL OFFICE,2
C56,CLEANING STORE,2
C56,AIRPORT VENDING ESTABLISHMENT,1
C56,CONSTRUCTION SITE,1
C56,AIRPORT TRANSPORTATION SYSTEM (ATS),1
C56,BARBERSHOP,1
C56,BAR OR TAVERN,1
C56,GOVERNMENT BUILDING/PROPERTY,1
C56,CAR WASH,1
C56,FACTORY/MANUFACTURING BUILDING,1
C56,LIBRARY,1
C56,"SCHOOL, PRIVATE, GROUNDS",1
C56,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C56,CREDIT UNION,1
C56,ABANDONED BUILDING,1
C57,RESIDENCE,112
C57,STREET,93
C57,OTHER,69
C57,PARKING LOT/GARAGE(NON.RESID.),45
C57,"SCHOOL, PUBLIC, BUILDING",33
C57,APARTMENT,22
C57,RESIDENCE-GARAGE,21
C57,DEPARTMENT STORE,21
C57,SMALL RETAIL STORE,18
C57,ALLEY,16
C57,SIDEWALK,16
C57,WAREHOUSE,9
C57,VEHICLE NON-COMMERCIAL,8
C57,GROCERY FOOD STORE,8
C57,"SCHOOL, PUBLIC, GROUNDS",7
C57,BANK,7
C57,COMMERCIAL / BUSINESS OFFICE,7
C57,RESIDENTIAL YARD (FRONT/BACK),7
C57,RESTAURANT,6
C57,PARK PROPERTY,6
C57,GAS STATION,5
C57,DRUG STORE,5
C57,CAR WASH,4
C57,RESIDENCE PORCH/HALLWAY,4
C57,ATM (AUTOMATIC TELLER MACHINE),3
C57,VEHICLE - OTHER RIDE SERVICE,2
C57,LIBRARY,2
C57,"SCHOOL, PRIVATE, GROUNDS",2
C57,DRIVEWAY - RESIDENTIAL,2
C57,HOTEL/MOTEL,2
C57,CONVENIENCE STORE,2
C57,OTHER COMMERCIAL TRANSPORTATION,2
C57,VEHICLE-COMMERCIAL,1
C57,SPORTS ARENA/STADIUM,1
C57,MEDICAL/DENTAL OFFICE,1
C57,FACTORY/MANUFACTURING BUILDING,1
C57,ATHLETIC CLUB,1
C57,CREDIT UNION,1
C57,CTA TRAIN,1
C57,TAVERN/LIQUOR STORE,1
C57,"SCHOOL, PRIVATE, BUILDING",1
C57,APPLIANCE STORE,1
C57,BARBERSHOP,1
C57,BAR OR TAVERN,1
C58,STREET,303
C58,RESIDENCE,271
C58,APARTMENT,186
C58,SIDEWALK,100
C58,OTHER,76
C58,SMALL RETAIL STORE,41
C58,PARKING LOT/GARAGE(NON.RESID.),40
C58,RESIDENCE-GARAGE,36
C58,ALLEY,34
C58,RESIDENTIAL YARD (FRONT/BACK),32
C58,"SCHOOL, PUBLIC, BUILDING",32
C58,VEHICLE NON-COMMERCIAL,16
C58,"SCHOOL, PUBLIC, GROUNDS",16
C58,GAS STATION,14
C58,RESTAURANT,13
C58,RESIDENCE PORCH/HALLWAY,13
C58,DEPARTMENT STORE,11
C58,DRUG STORE,11
C58,"SCHOOL, PRIVATE, BUILDING",10
C58,ATHLETIC CLUB,10
C58,PARK PROPERTY,9
C58,CONVENIENCE STORE,9
C58,GROCERY FOOD STORE,7
C58,COMMERCIAL / BUSINESS OFFICE,6
C58,WAREHOUSE,6
C58,BAR OR TAVERN,5
C58,BANK,5
C58,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5
C58,CURRENCY EXCHANGE,4
C58,VEHICLE-COMMERCIAL,3
C58,GOVERNMENT BUILDING/PROPERTY,3
C58,FACTORY/MANUFACTURING BUILDING,3
C58,CONSTRUCTION SITE,2
C58,CTA BUS,2
C58,POLICE FACILITY/VEH PARKING LOT,2
C58,BARBERSHOP,2
C58,OTHER COMMERCIAL TRANSPORTATION,2
C58,CTA GARAGE / OTHER PROPERTY,2
C58,HOUSE,2
C58,DRIVEWAY - RESIDENTIAL,2
C58,ABANDONED BUILDING,1
C58,"SCHOOL, PRIVATE, GROUNDS",1
C58,CLEANING STORE,1
C58,ATM (AUTOMATIC TELLER MACHINE),1
C58,TAVERN/LIQUOR STORE,1
C58,SPORTS ARENA/STADIUM,1
C58,VACANT LOT/LAND,1
C58,CTA PLATFORM,1
C58,LIBRARY,1
C59,STREET,149
C59,RESIDENCE,113
C59,APARTMENT,65
C59,GROCERY FOOD STORE,47
C59,PARKING LOT/GARAGE(NON.RESID.),38
C59,OTHER,37
C59,SMALL RETAIL STORE,31
C59,SIDEWALK,29
C59,RESIDENCE-GARAGE,21
C59,PARK PROPERTY,17
C59,RESIDENTIAL YARD (FRONT/BACK),16
C59,DEPARTMENT STORE,16
C59,ALLEY,12
C59,RESTAURANT,10
C59,CTA TRAIN,8
C59,VEHICLE NON-COMMERCIAL,7
C59,RESIDENCE PORCH/HALLWAY,7
C59,"SCHOOL, PUBLIC, BUILDING",6
C59,LIBRARY,5
C59,DRUG STORE,5
C59,WAREHOUSE,5
C59,CONVENIENCE STORE,4
C59,CTA GARAGE / OTHER PROPERTY,4
C59,CTA PLATFORM,4
C59,COMMERCIAL / BUSINESS OFFICE,4
C59,BANK,4
C59,CTA BUS,4
C59,FACTORY/MANUFACTURING BUILDING,3
C59,GAS STATION,3
C59,GOVERNMENT BUILDING/PROPERTY,2
C59,OTHER RAILROAD PROP / TRAIN DEPOT,2
C59,ATM (AUTOMATIC TELLER MACHINE),2
C59,"SCHOOL, PRIVATE, BUILDING",2
C59,PARKING LOT,1
C59,VACANT LOT/LAND,1
C59,NURSING HOME/RETIREMENT HOME,1
C59,ATHLETIC CLUB,1
C59,DRIVEWAY - RESIDENTIAL,1
C6,STREET,616
C6,RESIDENCE,440
C6,APARTMENT,380
C6,OTHER,248
